Artist,Album,Genres
iann dior,on to better things,"pop, pop rock, pop punk, male vocalists, trap, emo rap, puerto-rican, iann dior"
Andrew Rose Gregory,Sketched Twice,"alt-country, alt-folk, folk, nsfw show"
flor,ley lines,"female vocalist, indie, indie pop"
beabadoobee,Last Day On Earth,"female vocalist, indie pop, indie, bedroom pop, indie rock, dream pop, alternative rock, lo-fi, rock, philippines"
Daryl Hall & John Oates,I Can't Go for That (No Can Do) [Nicolaas Remix],"pop, soft rock, classic rock, rock, soul, blue-eyed soul, american, new wave"
Elton Aura,Vert(EGO),"hip-hop, indie, jazz, rap, experimental, usa, rnb, lo fi"
Pusha T,I Know NIGO!,"hip-hop, rap, hip hop, east coast, clipse, gangsta rap, american, east coast rap, swag, pusha t"
Paul McCartney,Pipes Of Peace,"pop, pop rock, soft rock, rock, art pop, the beatles, beatles"
Noga Erez,NAILS,"female vocalist, electronic, experimental, israel, israeli, electropop, indie, electronica, pop, rap"
Liam Gallagher,C’MON YOU KNOW (Deluxe Edition),"chamber pop, britpop, psychedelic pop, neo psychedelia, alternative dance, baggy, art pop, rock, british, alternative rock"
Frank Ocean,Biking,"hip-hop, hip hop, rnb, frank ocean"
Phoebe Bridgers,Sidelines,"phoebe bridgers, indie, female vocalists, dream pop, indie folk, best song ever, female vocalist, singer-songwriter, folk"
Bright Eyes,Letting Off The Happiness: A Companion,"indie, singer-songwriter, folk, indie rock, emo, alternative, rock, acoustic, bright eyes, saddle creek"
Leith Ross,Motherwell,"female vocalist, folk, singer-songwriter"
Beach Bunny,Cloud 9 (feat. Tegan and Sara),"female vocalist, indie rock, indie pop, indie, power pop, pop rock, usa, pop punk, chicago, pop"
Little May,Little May,"female vocalist, folk, indie pop, australian, indie, pop, indie folk, lastfmsc, australia, alternative"
EARTHGANG,GHETTO GODS,"hip-hop, soul, funk, rnb, rap, hip hop, jazz rap"
Nathaniel Rateliff,Redemption (From the Apple Original Film “Palmer”),"folk, singer-songwriter, indie, acoustic, folk rock, rock, downtempo, american, singer songwriter, chillout"
Caroline Polachek,Bunny Is A Rider,"electropop, avant-pop, tropical house, mixtaperoom, female vocalist, art pop, pop"
The Avett Brothers,I And Love And You,"alt-country, folk rock, favorite albums, favorites, americana, folk, country, indie"
Nation of Language,A Way Forward,"synthpop, post-punk, new wave"
Mon Laferte,Algo Es Mejor,"female vocalist, chile, pop, latin, rock, pop rock, latin pop, chilean, alternative, mexico"
White Lies,As I Try Not To Fall Apart,"synth, synthrock, classic rock magazine, indie rock, post-punk, british"
King Charles,LoveBlood,"favourite albums, universal records, indie, british, folk"
Hana Vu,Public Storage,"female vocalist, dream pop, indie"
Origami Angel,GAMI GANG,"math rock, pop punk, midwest emo, emo, math pop, emo-pop, emo pop, easycore"
Michael Bublé,It's Time,"jazz, swing, michael buble, easy listening, favorites, vocal jazz, pop"
Adam Melchor,Joyride,"folk, indie pop, singer-songwriter, american, indie folk, male vocalists, new jersey, new jersey indie, my top songs"
Kwest Tha Madd Lad,This Is My First Album: The Deluxe Edition,"rap, hip-hop, hip hop, new york, underground rap, underground hip-hop, alternative rap, east coast rap, golden age, boom bap"
The Whitmore Sisters,Ghost Stories,"country, folk, americana, harmony, alt country, united states"
Amos Lee,Dreamland,"singer-songwriter, folk, soul, acoustic, jazz, blues, chill, male vocalists, amos lee, mellow"
Wreckless Eric,Wreckless Eric,"stiff, punk, rock, self-titled, poenk, new wave, pub rock, british"
Clem Snide,Beautiful,"alt-country, indie, indie rock, alternative, rock, folk, americana, singer-songwriter, alt country, indie folk"
Wale,Folarin II,"hip-hop, rap, hip hop, dc, go-go, underground hip-hop, wale, american, hipster rap, washington dc"
Ezra Bell,Jorji,"folk, indie, indie rock, alternative folk, portland, arcade fire, cello, banjo, indie folk, oregon"
Lana Del Rey,Honeymoon,"dream pop, trip-hop, trap, jazz, epic, better than btd, singer-songwriter"
T-Pain,Rappa Ternt Sanga (Expanded Edition),"rnb, hip-hop, rap, hip hop, dirty south, t-pain, r&b, soul, pop, male vocalists"
Dawes,Million Dollar Bill & Easy/Lucky/Free,"mixtaperoom, folk, indie, folk rock"
THE DRIVER ERA,X,"alternative, indie, pop, indie pop, indie rock, pop rock, ross lynch"
The Game,Eazy,"the game, albums, nft"
Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,"indie rock, indie, favorite albums, indie pop, rock, american, pop, new york"
Sam Amidon,All Is Well,"folk, vinyl, landmarks, my short list, rather good stuff, singer-songwriter, acoustic, americana"
Ingrid Michaelson,Girls And Boys,"singer-songwriter, female vocalists, pop, folk, indie, indie pop, female vocalist, american"
Tierra Whack,Walk The Beat,"female vocalist, hip-hop, rap, rnb, hip hop, american, philadelphia, usa, trap, pop rap"
Tierra Whack,Rap?,"female vocalist, hip-hop, rap"
The Beatnuts,Street Level,"east coast, favourite albums, real hip-hop, hip-hop, rap, hip hop"
Lala Lala,Sleepyhead,"female vocalist, indie, lo-fi, dream pop, indie pop, indie rock, usa, chicago, illinois, alternative"
J. Cole,The Off-Season,"rap, hip-hop, pop rap, hip hop, longing, reflective, underground hip-hop, jazz hop, north carolina"
Hippo Campus,warm glow,"indie pop, indie rock, indie, pop, rock, minnesota, usa, american, minneapolis, alternative"
Tony Allen,There Is No End,"afrobeat, african, funk"
Dreamer Boy,All The Ways We Are Together,"indie, indie pop, rap, usa, dream pop, seenlive, rnb, nashville, nostalgia, my top songs"
Matt Maeson,Hallucinogenics (feat. Lana Del Rey),"indie, indie rock, indie pop, american, alternative, blues rock, my top songs, rock, alternative rock, folk"
Let's Eat Grandma,Two Ribbons,"dream pop, electropop, art pop, female vocalist, experimental, psychedelic pop"
Christian Lee Hutson,Quitters,"american, indie folk, folk, singer-songwriter"
U.S. Royalty,MIRRORS,"indie, rock, alternative rock"
Sharon Van Etten,Remind Me Tomorrow,"rock, alternative, folk, female vocalist, singer-songwriter, acoustic"
Dawn Richard,Second Line,"pop, soul, avant-garde, new orleans, rhythm and blues, female vocalist, rnb, electronic"
Tigers Jaw,I Won't Care How You Remember Me,"indie rock, break up album, mui pessoal, emo, pop punk, indie"
Spoon,Ga Ga Ga Ga Ga (2017 Remaster),"mixtaperoom, indie, indie rock, alternative"
PUP,Morbid Stuff,"pop punk, indie rock, power pop, post-hardcore, emo, favorite albums, punk rock, hardcore punk"
Sarah Jarosz,Blue Heron Suite,"female vocalist, folk, bluegrass"
Carpenters,Carpenters,"pop, soft rock, oldies, singer-songwriter, usa, baroque pop, carpenters"
Barry Louis Polisar,Juno - Music From The Motion Picture,"folk, indie, brutal death metal, juno, soundtrack, acoustic, country, singer-songwriter"
Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),"sex, mike patton, funk rock, mr bungle, porno, rock, alternative rock, alternative"
Claude Debussy,Träumerei - Liebestraum - Für Elise - Clair de lune - Gymnopédie - Sony Classical Masters,"classical, piano, impressionist, french, composers, impressionism, composer, instrumental, romantic, classic"
Father John Misty,Chloë and the Next 20th Century,"jazz, folk, traditional pop, swing, folk rock, indie, indie folk, alt-country"
The Bucketheads,All In The Mind,"deep house, house, electronic, dance"
Imelda May,11 Past The Hour,"female vocalist, rockabilly, irish"
mgk,mainstream sellout,"punk, rock, grunge, alternative, alternative rock, emo, pop rock, rap, hip-hop, hip hop"
MisterWives,Dreams,"female vocalist, indie, pop, indie pop, alternative, american, alternative dance, soul, new york, usa"
Suzanne Vega,Tom's Diner,"female vocalist, singer-songwriter, folk, pop, alternative, rock, female, american, acoustic"
Matt Maeson,Bank On The Funeral,"indie, indie rock, indie pop, american, alternative, blues rock, my top songs, rock, alternative rock, folk"
Lala Lala,The Lamb,"indie rock, female vocalists, searching, reflective, introspective, melancholy, female vocalist, indie, lo-fi"
Vagabon,Reason to Believe (feat. Courtney Barnett),"female vocalist, indie rock, cameroon, indietronica, indie, indie pop, singer-songwriter, indie folk, art pop, alternative"
spill tab,Calvaire,"female vocalist, indie pop, lo-fi, french, indie, pop, rock, synth pop, american, synthpop"
boy pablo,Wachito Rico,"norwegian, scandinavian, nordic, europe, norway, european, european pop, scandinavian pop, norwegian pop"
Sharon Van Etten,We've Been Going About This All Wrong,"indie, digital, rock, folk, indie rock, female vocalists, singer-songwriter"
Uwade,The Man Who Sees Tomorrow / Lodarore,"indie pop, acoustic, indie, pop, new york, singer-songwriter, usa, nigeria, singer songwriter"
Japanese Breakfast,Nobody Sees Me Like You Do,"folk, female vocalist, dream pop, indie pop"
Foals,Holy Fire,"indie rock, indie, math rock, post-rock, post-punk, experimental, dance punk, dance-punk"
Pip Blom,Babies Are a Lie,"female vocalist, indie rock, lo-fi, crank wave, post-punk, garage rock, rock, indie, dutch, amsterdam"
The Black Keys,Delta Kream,"blues rock, rock, blues, delta blues, indie, indie rock, garage rock"
Miranda Lambert,Palomino,"country, american, vinyl"
Wilco,Cruel Country,"country, alt-country, releases, indie, indie rock, alternative"
The Hunts,Request,"indie, folk, acoustic, usa, alternative, folk-pop, indie-folk, virginia"
Bathtub Cig,bed,"indie, indie pop, singer-songwriter, usa, lo-fi, minneapolis, bedroom pop"
Bas,Milky Way,"rap, hip-hop, hip hop, trap, pop rap, east coast hip-hop, alternative rnb, bas, dreamville"
Kansas,Point Of Know Return (Expanded Edition),progressive rock
CLOVES,XIII,"female vocalist, electronic, pop"
Gabriel Kahane,Magnificent Bird,"folk, singer-songwriter, classical, usa, vocal music, chamber music, concerto, romantic, melodic, dreamy"
Melanie Martinez,Cry Baby (Deluxe Edition),"concept album, dark pop, carnival pop, alternative, art pop, female vocalist, indie pop, electropop"
Brian Damage,Shit for Brians,"indie rock, synthesizer, columbus"
Sturgill Simpson,A Sailor's Guide to Earth,"outlaw country, country soul, alt-country, country, folk, singer-songwriter, americana, nashville, usa"
Ethan Gruska,So Unimportant,"folk, indie, alternative, singer-songwriter, american, pop, indie pop, downtempo, indie folk, folk pop"
Ravyn Lenae,Moon Shoes EP,"female vocalist, rnb, soul"
Courtney Hartman,Been on Your Side,"folk, usa, americana"
Good Dog,A Lost Love Takes a Long Time to Die,"indie pop, indie rock, uk, bedroom pop"
Pink Sweat$,At My Worst (Ocevne Remix),"rnb, soul, philadelphia, indie, pop, chill, acoustic, american, folk pop, trap"
Harry Styles,Harry's House,"pop rock, pop, soft rock, synthpop, indie pop, rock, alternative, british"
Hot Since 82,Naboo,"deep house, tech house, house, minimal, techno, electronic, british, dj, english, all"
Tomberlin,i don’t know who needs to hear this...,"singer-songwriter, indie folk, folk, ambient pop, chamber folk"
Jake Bugg,Hearts That Strain,"alternative, folk, indie rock, indie, bossa nova, british, singer-songwriter, folk rock, singer songwriter"
MARINA,Ancient Dreams In A Modern Land,"pop rock, pop, electropop, indie pop, female vocalists, new wave, female vocalist, post-hardcore, indie"
Neyla Pekarek,Rattlesnake,albums
The Walkmen,Heaven,"indie rock, indie, rock, philadelphia, romantic, alternative, post-punk, alternative rock"
The Daredevil Christopher Wright,The Nature of Things,"indie pop, indie, wisconsin, eau claire, folk, american, rock, usa, pop rock, midwest"
King Curtis,King Size Soul,"king curtis, blues, jazz, soul, rnb, chicago blues"
Collapsing Stars,2012,"rock, folk, usa, americana, folk rock, indie folk, alt-folk"
Bill Withers,Still Bill,"soul, funk, rnb, singer-songwriter, jazz"
CHIKA,INDUSTRY GAMES,"female vocalist, hip-hop, rap"
Floodlights,Backyard,"indie rock, post-punk, australia, potographed"
Cage The Elephant,Tell Me I'm Pretty,"alternative rock, indie rock, summer, garage rock, alternative, rock, indie"
Jesca Hoop,Hunting My Dress,"indie, alternative, folk, female vocalists, singer-songwriter, american, favorite albums, folk rock, femalevocalistsgdchill"
Louis The Child,Kids At Play- EP,"electronic, pop"
John Michael Talbot,Table of Plenty,"mellow, praise and worship, classic, acoustic, talbot, table of plenty, jmtalbot, christian, worship, guitar"
Washed Out,Life of Leisure,"chillwave, indie, dream pop, electronic, electronica, balearic, glo-fi"
The Brinks,Temporary Love,"indie, alternative, lo-fi, chill, psychedelic, beats, english, chilled hip-hop"
Kendrick Lamar,Section.80,"hip-hop, jazz rap, conscious hip hop, hip hop, west coast, american"
ODESZA,Line Of Sight,"chillwave, electronic, ambient"
CAKE,Showroom Of Compassion,"alternative rock, rock, pop, alternative, pop rock, male vocalists, boring, cake"
Wilhelm Tell Me,A Short Story for the Road,"indie, electronic, german, electro, hamburg, electropop, pop, indie pop, indie rock, synthie"
Sarah Jarosz,World On The Ground,"female vocalist, folk, bluegrass, singer-songwriter, americana, indie, acoustic, american, alt-country, mandolin"
James Blake,Covers,"dark, atmospheric, covers, emotional, hunting, great vocal performance, highlight, electronic, dubstep, experimental"
Falls,Into The Fire,"female vocalist, beats, instrumental, emo, ambient, instrumental hip-hop, cloud rap, test, trip-hop, pop"
Rapsody,Ibtihaj,"female vocalist, rap, hip-hop, hip hop, female emcees, rnb, north carolina, conscious hip hop, rapsody"
Wave Chapelle,Mobbin' (Remix),"trap, hip-hop, rap, hiphop"
Santigold,99 Cents,"art pop, indie, newwave, artpop, female vocalist, electronic, alternative"
Bronze Radio Return,Shake! Shake! Shake!,"favourite albums, indie, blues, rock"
Royal Headache,High,"indie rock, garage rock, lo-fi, rock"
KAMAUU,MANGO (feat. Adi Oasis),"soul, hip-hop, rap, funk, rnb, united states"
Lady Lamb,Ripely Pine,"female vocalist, folk, singer-songwriter, indie rock, usa, acoustic, indie folk, indie, indie pop, favorites"
Alex G,Beach Music,"slowcore, indie rock, neo-psychedelia, bedroom pop, slacker rock, indie, indie pop, female vocalist, acoustic"
Amber Mark,What If,"female vocalist, soul, rnb, pop, alternative rnb, usa, american, neo-soul, trap, alternative"
hard life,junk food,"pop, indie pop, hip hop, funk, rnb, united kingdom"
RY X,Dawn,"xxx, never forget, cd collection, indie, folk, singer-songwriter"
SAULT,Untitled (Rise),"soul, london"
POWERS,Sunshine,"female vocalist, pop, electronic, soul, usa, american, all, alternative, alternative rock, dance-pop"
Sidney Gish,No Dogs Allowed,"twee pop, singer-songwriter, bedroom pop, indie, pop, alternative, indie pop, please come back"
Waylon Payne,"Blue Eyes, The Harlot, The Queer, The Pusher & Me","albums, soundtrack, country, american"
Drab City,Good Songs For Bad People,"female vocalist, dream pop, trip-hop"
Hop Along,Freshman Year,"female vocalist, indie, indie rock, folk, emo, indie folk, american, freak folk, rock, folk rock"
Ben Folds,Way To Normal,"piano, favorite albums, ben folds, indie, piano rock"
Twenty One Pilots,Heathens,"rock, soundtrack, hip-hop, electronic, indie, hip hop, pop, alternative, alternative rock, rap"
